,text,actions
782,he said if he is intrested he said he will call me,['call']
783,tried again still he didint responded to call,"['tried', 'responded', 'call']"
784,explained and shared details through whatsapp she said she will check and get back she said she is not intrested,"['explained', 'shared', 'whatsapp', 'check', 'back', 'intrested']"
785,tried again stillnot responding to call rnr tried again stillnot responding to call rnr ,"['tried', 'responding', 'call', 'responding']"
786,call disconnecting,['disconnecting']
787,not responding to call so msgd him through whtsapp he said he cannot afford that much of investment,"['responding', 'call', 'msgd', 'afford', 'investment']"
788,he said he is busy so asked me to share details through whtsapp he is not responding to calls and msgs tried again he still not responding to calls and msgs,"['busy', 'share', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
789,he said the person who enquired about this it seems he is saying that he not intrested,"['said', 'enquired', 'saying', 'intrested']"
790,explained and shared details of investment through whtsapp not responded to call msgd him through whtsapp he said he not yet decided anything had a call with his friend cleared queries he said he will think and let us know he said he is not intrested he said roi is less,"['explained', 'shared', 'responded', 'msgd', 'decided', 'call', 'think', 'said']"
791,switch off had a call and explained and shared details through whtsapp he said he will meet up in the office or asked us to meet up in his office to discuss had a meeting in the office he said he will go through the docs and let us know he said he need little time to think and take decision he said he is not intested he said the returns are very low,"['call', 'shared', 'meet up', 'asked', 'meet up', 'discuss', 'meeting', 'go through', 'think', 'decision', 'returns']"
792,explained and shared details of investment through whtsapp he said he will update me once he decide,"['explained', 'shared', 'said', 'update', 'decide']"
793,he said he will come back if intrested,"['said', 'come']"
794,number still shows busy he disconnecting the call when it sis ringing,"['busy', 'disconnecting', 'call', 'ringing']"
795,he said he will inform once he decides he is not responding to calls and msgs tried again still not responding to calls and msgs,"['inform', 'decides', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
796,he said he is going through the documents if there is any update he said he will let me know he said he not yet decided anything on the investment he said he will update once he decides he is not responding to calls and msgs,"['said', 'going through', 'update', 'said', 'decided', 'said', 'update', 'decides', 'responding', 'calls', 'msgs']"
797,tried again still not responded to call busy tried again still not responding to call rnr he said he is not intretsed,"['tried', 'responded', 'responding', 'call']"
798,he said he not yet decided anything on the investment not responding to calls and msgs tried again he is not responding to calls and msgs,"['said', 'decided', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
799,he said he will connect with me once he get free he said he is not intretsed,"['said', 'connect', 'free', 'intretsed']"
800,tried again it shows busy tried again disconnecting the call,"['busy', 'disconnecting', 'call']"
801,not yet decided it seems not responding to the call msgd him through whtsapp,"['decided', 'responding', 'msgd', 'whtsapp']"
802,still number shows not in service,['service']
803,tried again still not responding to call rnr tried again not responding to call so msgd him through whtsapp,"['tried', 'responding', 'call', 'responding', 'msgd', 'whtsapp']"
804,he said he shared with his friends he is waiting for his response he is not responding to calls and msgs tried again he still not responding to calls and msgs,"['shared', 'waiting', 'response', 'responding', 'calls', 'msgs', 'responding', 'calls', 'msgs']"
805,he said he will give me a call once he decides he said he cant make any investment at present,"['said', 'call', 'decides', 'said', 'investment']"
806,had a call and explained and shard details through whtsapp he said he want flat to purchase,"['call', 'explained', 'shard', 'purchase']"
807,had a call he said he will meet me on thursday at 3pm had a meeting in the office he said he will with his family and get back ,"['call', 'meet', 'meeting', 'said', 'back']"
808,tried again still he is not picking up the call,"['tried', 'picking']"
809,he said me he will think on next series of debenture,"['said', 'think']"
810,he is interested in investing in aaa rated bonds only but shared him the ncd details he said he will go through of them and come back ,"['interested', 'investing', 'rated', 'shared', 'ncd', 'said', 'go through', 'come']"
811,wrong number,[]
812,not responding to call rnr,"['responding', 'call']"
813,he said he is still going through the documents he said he will let me know sooner he is not responding to calls so msgsd him through whtsapp tried again still not responding to calls and msgs,"['said', 'going through', 'said', 'responding', 'calls', 'msgsd', 'responding', 'calls', 'msgs']"
814,not responding to call so msgd through whtsapp tried again not responding to calls and msgs,"['responding', 'call', 'msgd', 'responding', 'calls', 'msgs']"
815,he said he wil call me if intrested he is not responding to calls and msgs he asked me to share details though whtsapp ,"['said', 'call', 'responding', 'calls', 'msgs', 'asked', 'share']"
816,tried again he still not responding to call rnr had a call and explained and shared details through whtsapp he said he will connect once he get free he called me and had a call on landing project explained all the details and shared details through whtsapp he asked me to share the office location he said he will try to meet during weekends he saying he is so busy so he asked me to wait for his update,"['responding', 'call', 'call', 'shared', 'connect', 'free', 'called', 'call', 'shared', 'asked', 'share', 'busy', 'asked', 'update']"
817,had a call again he said he not yet gone through the documents he said he will check and upadte he said he still not yet decided he is not responding to calls and msgs,"['call', 'check', 'upadte', 'decided', 'responding', 'calls', 'msgs']"
818,had a call and explained details and shared details through whtsapp not responding to calls and msgs tried again he is not responding to calls msgs,"['call', 'shared', 'responding', 'calls', 'msgs', 'responding', 'msgs']"
